з.е.,Распределение з.е. по курсам и периодам обучения,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Курс 1,,,,,,,,,Курс 2,,,,,,,,,Курс 3,,,,,,,,,Курс 4,,,,,,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
19,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
20,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,"Б1.В.ДВ.06.01
Дисциплины (модули) по выбору 6 (ДВ.6): Командный проект по разработке программного обеспечения
[За]
(/ Командный проект индустриальной разработки программного продукта)
УК-3.1; УК-3.2; УК-3.3; ПК-3.1; ПК-3.2; ПК-3.3; ПК-3.4; ПК-4.1; ПК-4.2; ПК-4.3; ПК-4.4; ПК-5.1; ПК-5.2; ПК-5.3; ПК-5.4; ПК-7.1; ПК-7.2; ПК-7.3; ПК-11.1; ПК-11.2; ПК-11.3; ПК-12.1; ПК-12.2; ПК-12.3; ПК-12.4; ПК-13.1; ПК-13.2; ПК-13.3; ПК-13.4; ПК-14.1; ПК-14.2; ПК-14.3; ПК-14.4; ПК-15.1; ПК-15.2; ПК-15.3; ПК-15.4; ПК-17.1; ПК-17.2",9,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
21,,{$},,,,{$},,,,,{$},,,,{$},,"Б1.В.02
Объектно-ориентированное программирование
[За]
ПК-2.1; ПК-2.2; ПК-2.3; ПК-2.4; ПК-5.1; ПК-5.2; ПК-5.3; ПК-5.4",3,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
22,,{$},,,,{$},,"Б1.О.11
Дискретная математика
[Эк]
ОПК-1.1; ОПК-1.2; ОПК-1.3; ОПК-7.1; ОПК-7.2",5,,{$},,"Б1.В.02
Объектно-ориентированное программирование
[Эк]
ПК-2.1; ПК-2.2; ПК-2.3; ПК-2.4; ПК-5.1; ПК-5.2; ПК-5.3; ПК-5.4",5,{$},,,,,{$},,"Б1.В.ДВ.03.01
Дисциплины по выбору Б1.В.ДВ.3: Методы оптимизации
[Эк]
(/ Серверное программирование)
ПК-5.1; ПК-5.2; ПК-5.3; ПК-5.4; ПК-11.1; ПК-11.2; ПК-11.3",4,{$},,"Б1.В.ДВ.06.01
Дисциплины (модули) по выбору 6 (ДВ.6): Командный проект по разработке программного обеспечения
[За, КП]
(/ Командный проект индустриальной разработки программного продукта)
УК-3.1; УК-3.2; УК-3.3; ПК-3.1; ПК-3.2; ПК-3.3; ПК-3.4; ПК-4.1; ПК-4.2; ПК-4.3; ПК-4.4; ПК-5.1; ПК-5.2; ПК-5.3; ПК-5.4; ПК-7.1; ПК-7.2; ПК-7.3; ПК-11.1; ПК-11.2; ПК-11.3; ПК-12.1; ПК-12.2; ПК-12.3; ПК-12.4; ПК-13.1; ПК-13.2; ПК-13.3; ПК-13.4; ПК-14.1; ПК-14.2; ПК-14.3; ПК-14.4; ПК-15.1; ПК-15.2; ПК-15.3; ПК-15.4; ПК-17.1; ПК-17.2",6,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
23,,{$},,"Б1.О.10
Математический анализ
[За]
ОПК-1.1; ОПК-1.2; ОПК-1.3",5,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
24,,{$},,,,{$},,,,,{$},,,,{$},,"Б1.В.04
Разработка Web-приложений
[За]
ПК-5.1; ПК-5.2; ПК-5.3; ПК-5.4",3,,{$},,,,{$},,,,,{$},,,,{$},,"Б3.01(Д)
выполнение и защита выпускной квалификационной работы
УК-1.1; УК-1.2; УК-1.3; УК-2.1; УК-2.2; УК-2.3; УК-2.4; УК-3.1; УК-3.2; УК-3.3; УК-4.1; УК-4.2; УК-4.3; УК-5.1; УК-5.2; УК-5.3; УК-6.1; УК-6.2; УК-6.3; УК-7.1; УК-7.2; УК-7.3; УК-7.4; УК-8.1; УК-8.2; УК-8.3; УК-9.1; УК-9.2; УК-9.3; УК-10.1; УК-10.2; ОПК-1.1; ОПК-1.2; ОПК-1.3; ОПК-2.1; ОПК-2.2; ОПК-2.3; ОПК-3.1; ОПК-3.2; ОПК-3.3; ОПК-4.1; ОПК-4.2; ОПК-4.3; ОПК-5.1; ОПК-5.2; ОПК-5.3; ОПК-6.1; ОПК-6.2; ОПК-6.3; ОПК-7.1; ОПК-7.2; ОПК-8.1; ОПК-8.2; ОПК-8.3; ПК-1.1; ПК-1.2; ПК-1.3; ПК-1.4; ПК-2.1; ПК-2.2; ПК-2.3; ПК-2.4; ПК-3.1; ПК-3.2; ПК-3.3; ПК-3.4; ПК-4.1; ПК-4.2; ПК-4.3; ПК-4.4; ПК-5.1; ПК-5.2; ПК-5.3; ПК-5.4; ПК-6.1; ПК-6.2; ПК-6.3; ПК-6.4; ПК-7.1; ПК-7.2; ПК-7.3; ПК-8.1; ПК-8.2; ПК-8.3; ПК-8.4; ПК-9.1; ПК-9.2; ПК-9.3; ПК-10.1; ПК-10.2; ПК-10.3; ПК-11.1; ПК-11.2; ПК-11.3; ПК-12.1; ПК-12.2; ПК-12.3; ПК-12.4; ПК-13.1; ПК-13.2; ПК-13.3; ПК-13.4; ПК-14.1; ПК-14.2; ПК-14.3; ПК-14.4; ПК-15.1; ПК-15.2; ПК-15.3; ПК-15.4; ПК-16.1; ПК-16.2; ПК-17.1; ПК-17.2; ПК-18.1; ПК-18.2",9
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
25,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
26,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,"Б1.В.ДВ.06.01
Дисциплины (модули) по выбору 6 (ДВ.6): Командный проект по разработке программного обеспечения
[За]
(/ Командный проект индустриальной разработки программного продукта)
УК-3.1; УК-3.2; УК-3.3; ПК-3.1; ПК-3.2; ПК-3.3; ПК-3.4; ПК-4.1; ПК-4.2; ПК-4.3; ПК-4.4; ПК-5.1; ПК-5.2; ПК-5.3; ПК-5.4; ПК-7.1; ПК-7.2; ПК-7.3; ПК-11.1; ПК-11.2; ПК-11.3; ПК-12.1; ПК-12.2; ПК-12.3; ПК-12.4; ПК-13.1; ПК-13.2; ПК-13.3; ПК-13.4; ПК-14.1; ПК-14.2; ПК-14.3; ПК-14.4; ПК-15.1; ПК-15.2; ПК-15.3; ПК-15.4; ПК-17.1; ПК-17.2",2,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
27,,{$},,,,{$},,"Б1.О.13
Теория и практика эффективного речевого общения
[За]
УК-3.1; УК-3.2; УК-3.3; УК-4.1; УК-4.2; УК-4.3",3,,{$},,"Б1.В.03
Разработка и анализ требований
[За]
ПК-3.1; ПК-3.2; ПК-3.3; ПК-3.4; ПК-11.1; ПК-11.2; ПК-11.3; ПК-12.1; ПК-12.2; ПК-12.3; ПК-12.4; ПК-13.1; ПК-13.2; ПК-13.3; ПК-13.4",2,{$},,"Б1.В.05
Методы анализа данных
[За]
УК-1.1; УК-1.2; УК-1.3",3,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
28,,{$},,"Б1.О.25
Физическая культура и спорт
[За]
УК-7.1; УК-7.2; УК-7.3; УК-7.4",0.5,{$},,,,,{$},,,,{$},,,,,{$},,"ФТД.02
Основы системных представлений
[За]
УК-1.1; УК-1.2; УК-1.3",2,{$},,"Б2.О.02
Производственная практика
[ЗаО]
УК-2.1; УК-2.2; УК-2.3; УК-2.4; ОПК-2.1; ОПК-2.2; ОПК-2.3; ОПК-3.1; ОПК-3.2; ОПК-3.3; ОПК-4.1; ОПК-4.2; ОПК-4.3; ОПК-6.1; ОПК-6.2; ОПК-6.3; ОПК-8.1; ОПК-8.2; ОПК-8.3",6,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,
29,,,,,,{$},,,,,{$},,"ФТД.01
Архитектура вычислительных систем
[За]
ОПК-5.1; ОПК-5.2; ОПК-5.3",2,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,
30,,,,,,{$},,"Б1.О.25
Физическая культура и спорт
[За]
УК-7.1; УК-7.2; УК-7.3; УК-7.4",0.5,,{$},,,,{$},,"Б2.О.02
Производственная практика
[ЗаО]
УК-2.1; УК-2.2; УК-2.3; УК-2.4; ОПК-2.1; ОПК-2.2; ОПК-2.3; ОПК-3.1; ОПК-3.2; ОПК-3.3; ОПК-4.1; ОПК-4.2; ОПК-4.3; ОПК-6.1; ОПК-6.2; ОПК-6.3; ОПК-8.1; ОПК-8.2; ОПК-8.3",3,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,"Б2.О.01
Учебная практика
[ЗаО]
ОПК-5.1; ОПК-5.2; ОПК-5.3",3,,{$},,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,{$},,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
31,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
32,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,,,,,,,{$},,,
33,,,,,,{$},,,,,,,,,,,,,,,,,,{$},,,,,,,,,,,,
,,,,,,{$},,,,,,,,,,,,,,,,,,{$},,,,,,,,,,,,
,,,,,,{$},,,,,,,,,,,,,,,,,,{$},,,,,,,,,,,,
,,,,,,{$},,,,,,,,,,,,,,,,,,{$},,,,,,,,,,,,
,,,,,,{$},,,,,,,,,,,,,,,,,,{$},,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,{$},,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,{$},,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,{$},,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,{$},,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,{$},,,,,,,,,,,,
