Индекс,,,,Содержание,Тип
,,Б1.О.08,,Введение в профессиональную деятельность,
,,Б1.В.15,,Управление ИТ-проектами,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
УК-3,,,,Способен осуществлять социальное взаимодействие и реализовывать свою роль в команде,УК
,УК-3.1,,,знает различные приемы и способы социализации личности и социального взаимодействия,-
,,Б1.О.13,,Теория и практика эффективного речевого общения,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,УК-3.2,,,"умеет строить отношения с окружающими людьми, с коллегами",-
,,Б1.О.13,,Теория и практика эффективного речевого общения,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,УК-3.3,,,"имеет практический опыт участия в командной работе, в социальных проектах, распределения ролей в условиях командного взаимодействия",-
,,Б1.О.13,,Теория и практика эффективного речевого общения,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
УК-4,,,,Способен осуществлять деловую коммуникацию в устной и письменной формах на государственном языке Российской Федерации и иностранном(ых) языке(ах),УК
,УК-4.1,,,"знает литературную форму государственного языка, основы устной и письменной коммуникации на иностранном языке, функциональные стили родного языка, требования к деловой коммуникации",-
,,Б1.О.03,,Иностранный язык,
,,Б1.О.13,,Теория и практика эффективного речевого общения,
,,Б1.В.08,,Английский язык для профессиональных целей,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,УК-4.2,,,"умеет выражать свои мысли на государственном, родном и иностранном языке в ситуации деловой коммуникации",-
,,Б1.О.03,,Иностранный язык,
,,Б1.О.13,,Теория и практика эффективного речевого общения,
,,Б1.В.08,,Английский язык для профессиональных целей,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,УК-4.3,,,"имеет практический опыт составления текстов на государственном и родном языках, опыт перевода текстов с иностранного языка на родной, опыт говорения на государственном и иностранном языках",-
,,Б1.О.03,,Иностранный язык,
,,Б1.О.13,,Теория и практика эффективного речевого общения,
,,Б1.В.08,,Английский язык для профессиональных целей,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
УК-5,,,,"Способен воспринимать межкультурное разнообразие общества в социально-историческом, этическом и философском контекстах",УК
,УК-5.1,,,"знает основные категории философии, законы исторического развития, основы межкультурной коммуникации",-
,,Б1.О.01,,Философия,
,,Б1.О.02,,История,
,,Б1.О.02.01,,История России,
,,Б1.О.02.02,,Всеобщая история,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,УК-5.2,,,умеет вести коммуникацию с представителями иных национальностей и конфессий с соблюдением этических и межкультурных норм,-
,,Б1.О.01,,Философия,
,,Б1.О.02,,История,
,,Б1.О.02.01,,История России,
,,Б1.О.02.02,,Всеобщая история,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,УК-5.3,,,"имеет практический опыт анализа философских и исторических фактов, опыт оценки явлений культуры",-
,,Б1.О.01,,Философия,
,,Б1.О.02,,История,
,,Б1.О.02.01,,История России,
,,Б1.О.02.02,,Всеобщая история,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
УК-6,,,,"Способен управлять своим временем, выстраивать и реализовывать траекторию саморазвития на основе принципов образования в течение всей жизни",УК
,УК-6.1,,,"знает основные принципы самовоспитания и самообразования,
профессионального и личностного развития, исходя из этапов карьерного роста и требований рынка труда
",-
,,Б1.О.01,,Философия,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,УК-6.2,,,"умеет планировать свое рабочее время и время для саморазвития. формулировать цели личностного и профессионального развития и условия их достижения, исходя из тенденций развития области профессиональной деятельности, индивидуально-личностных особенностей",-
,,Б1.О.01,,Философия,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,УК-6.3,,,"-имеет практический опыт получения дополнительного образования, изучения дополнительных образовательных программ",-
,,Б1.О.01,,Философия,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
УК-7,,,,Способен поддерживать должный уровень физической подготовленности для обеспечения полноценной социальной и профессиональной деятельности,УК
,УК-7.1,,,"знает основы здорового образа жизни, здоровье-сберегающих технологий, физической культуры",-
,,Б1.О.18,,Физическая культура и спорт,
,,Б1.О.19,,Прикладная физическая культура и спорт,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,УК-7.2,,,умеет выполнять комплекс физкультурных упражнений,-
,,Б1.О.18,,Физическая культура и спорт,
,,Б1.О.19,,Прикладная физическая культура и спорт,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,УК-7.3,,,имеет практический опыт занятий физической культурой,-
,,Б1.О.18,,Физическая культура и спорт,
,,Б1.О.19,,Прикладная физическая культура и спорт,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
УК-8,,,,"Способен создавать и поддерживать в повседневной жизни и в профессиональной деятельности безопасные условия жизнедеятельности для сохранения природной среды, обеспечения устойчивого развития общества, в том числе при угрозе и возникновении чрезвычайных ситуаций и военных конфликтов",УК
,УК-8.1,,,"знает основы безопасности жизнедеятельности, телефоны служб спасения",-
,,Б1.О.04,,Безопасность жизнедеятельности,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,УК-8.2,,,"умеет оказать первую помощь в чрезвычайных ситуациях, создавать безопасные условия реализации профессиональной деятельности",-
,,Б1.О.04,,Безопасность жизнедеятельности,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,УК-8.3,,,имеет практический опыт поддержания безопасных условий жизнедеятельности,-
,,Б1.О.04,,Безопасность жизнедеятельности,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
УК-9,,,,Способен принимать обоснованные экономические решения в различных областях жизнедеятельности,УК
,УК-9.1,,,"понимает базовые принципы функционирования экономики и экономического развития, цели и формы участия государства в экономике",-
,,Б1.В.22,,Экономическая культура и финансовая грамотность,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,УК-9.2,,,применяет методы личного экономического и финансового планирования для достижения текущих и долгосрочных финансовых целей,-
,,Б1.В.22,,Экономическая культура и финансовая грамотность,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,УК-9.3,,,"использует финансовые инструменты для управления личными финансами, контролирует собственные экономические и финансовые риски",-
,,Б1.В.22,,Экономическая культура и финансовая грамотность,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
УК-10,,,,Способен формировать нетерпимое отношение к коррупционному поведению,УК
,УК-10.1,,,"понимает негативные последствия коррупции как угрозы национальной безопасности государства, а также основные принципы противодействия коррупции в Российской Федерации",-
,,Б1.В.23,,Основы профилактики коррупции,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,УК-10.2,,,"демонстрирует нетерпимое отношение к коррупции, реализует меры антикоррупционной практики в повседневной жизни и профессиональной деятельности",-
,,Б1.В.23,,Основы профилактики коррупции,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
ОПК-1,,,,"Способен применять естественнонаучные и общеинженерные знания, методы математического анализа и моделирования, теоретического и экспериментального исследования в профессиональной деятельности;",ОПК
,ОПК-1.1,,,"знать: основы математики, физики, вычислительной техники и программирования",-
,,Б1.О.05,,Физика,
,,Б1.О.09,,Алгебра и геометрия,
,,Б1.О.10,,Математический анализ,
,,Б1.О.11,,Дискретная математика,
,,Б1.О.12,,Теория вероятности и математическая статистика,
,,Б2.О.02(У),,Научно-исследовательская работа (получение первичных навыков научно-исследовательской работы),
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-1.2,,,"уметь: решать стандартные профессиональные задачи с применением естественнонаучных и общеинженерных знаний, методов математического анализа и моделирования",-
,,Б1.О.05,,Физика,
,,Б1.О.09,,Алгебра и геометрия,
,,Б1.О.10,,Математический анализ,
,,Б1.О.11,,Дискретная математика,
,,Б1.О.12,,Теория вероятности и математическая статистика,
,,Б2.О.02(У),,Научно-исследовательская работа (получение первичных навыков научно-исследовательской работы),
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-1.3,,,иметь навыки: теоретического и экспериментального исследования объектов профессиональной деятельности,-
,,Б1.О.05,,Физика,
,,Б1.О.09,,Алгебра и геометрия,
,,Б1.О.10,,Математический анализ,
,,Б1.О.11,,Дискретная математика,
,,Б1.О.12,,Теория вероятности и математическая статистика,
,,Б2.О.02(У),,Научно-исследовательская работа (получение первичных навыков научно-исследовательской работы),
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
ОПК-2,,,,"Способен понимать принципы работы современных информационных технологий и программных средств, в том числе отечественного производства, и использовать их при решении задач профессиональной деятельности;",ОПК
,ОПК-2.1,,,"знать: современные информационные технологии и программные средства, в том числе отечественного производства при решении задач профессиональной деятельности",-
,,Б1.О.08,,Введение в профессиональную деятельность,
,,Б1.О.17,,Операционные системы,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-2.2,,,"уметь: выбирать современные информационные технологии и программные средства, в том числе отечественного производства при решении задач профессиональной деятельности",-
,,Б1.О.08,,Введение в профессиональную деятельность,
,,Б1.О.17,,Операционные системы,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-2.3,,,"иметь навыки: применения современных информационных технологий и программных средств, в том числе отечественного производства, при решении задач профессиональной деятельности",-
,,Б1.О.08,,Введение в профессиональную деятельность,
,,Б1.О.17,,Операционные системы,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
ОПК-3,,,,Способен решать стандартные задачи профессиональной деятельности на основе информационной и библиографической культуры с применением информационно-коммуникационных технологий и с учетом основных требований информационной безопасности;,ОПК
,ОПК-3.1,,,"знать: принципы, методы и средства решения стандартных задач профессиональной деятельности на основе информационной и библиографической культуры с применением информационно-коммуникационных технологий и с учетом основных требований информационной безопасности",-
,,Б1.О.14,,Информационная безопасность и защита информации,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-3.2,,,уметь: решать стандартные задачи профессиональной деятельности на основе информационной и библиографической культуры с применением информационно-коммуникационных технологий и с учетом основных требований информационной безопасности,-
,,Б1.О.14,,Информационная безопасность и защита информации,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-3.3,,,"иметь навыки: подготовки обзоров, аннотаций, составления рефератов, научных докладов, публикаций и библиографии по научно-исследовательской работе с учетом требований информационной безопасности",-
,,Б1.О.14,,Информационная безопасность и защита информации,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
ОПК-4,,,,"Способен участвовать в разработке технической документации, связанной с профессиональной деятельностью с использованием стандартов, норм и правил;",ОПК
,ОПК-4.1,,,знать: основные стандарты оформления технической документации на различных стадиях жизненного цикла информационной системы,-
,,Б1.О.16,,Методы и средства проектирования информационных систем и технологий,
,,Б2.О.01(У),,Ознакомительная практика,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-4.2,,,уметь: применять стандарты оформления технической документации на различных стадиях жизненного цикла информационной системы,-
,,Б1.О.16,,Методы и средства проектирования информационных систем и технологий,
,,Б2.О.01(У),,Ознакомительная практика,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-4.3,,,иметь навыки: составления технической документации на различных этапах жизненного цикла информационной системы,-
,,Б1.О.16,,Методы и средства проектирования информационных систем и технологий,
,,Б2.О.01(У),,Ознакомительная практика,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
ОПК-5,,,,Способен инсталлировать программное и аппаратное обеспечение для информационных и автоматизированных систем;,ОПК
,ОПК-5.1,,,"знать: основы системного администрирования, администрирования СУБД, современные стандарты информационного взаимодействия систем",-
,,Б1.О.17,,Операционные системы,
,,Б2.О.01(У),,Ознакомительная практика,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-5.2,,,уметь: выполнять параметрическую настройку информационных и автоматизированных систем,-
,,Б1.О.17,,Операционные системы,
,,Б2.О.01(У),,Ознакомительная практика,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-5.3,,,иметь навыки: инсталляции программного и аппаратного обеспечения информационных и автоматизированных систем,-
,,Б1.О.17,,Операционные системы,
,,Б2.О.01(У),,Ознакомительная практика,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
ОПК-6,,,,"Способен разрабатывать алгоритмы и программы, пригодные для практического применения в области информационных систем и технологий;",ОПК
,ОПК-6.1,,,"знать: основные языки программирования и работы с базами данных, операционные системы и оболочки, современные программные среды разработки информационных систем и технологий",-
,,Б1.О.07,,Основы программирования,
,,Б1.О.15,,Технологии программирования,
,,Б2.О.03(П),,Технологическая (проектно-технологическая) практика,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-6.2,,,"уметь: применять языки программирования и работы с базами данных, современные программные среды разработки информационных систем и технологий для автоматизации бизнес-процессов, решения прикладных задач различных классов, ведения баз данных и информационных хранилищ",-
,,Б1.О.07,,Основы программирования,
,,Б1.О.15,,Технологии программирования,
,,Б2.О.03(П),,Технологическая (проектно-технологическая) практика,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-6.3,,,"иметь навыки: программирования, отладки и тестирования прототипов программно-технических комплексов задач",-
,,Б1.О.07,,Основы программирования,
,,Б1.О.15,,Технологии программирования,
,,Б2.О.03(П),,Технологическая (проектно-технологическая) практика,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
ОПК-7,,,,Способен осуществлять выбор платформ и инструментальных программно-аппаратных средств для реализации информационных систем;,ОПК
,ОПК-7.1,,,"знать: основные платформы, технологии и инструментальные программно-аппаратные средства для реализации информационных систем",-
,,Б2.О.03(П),,Технологическая (проектно-технологическая) практика,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-7.2,,,уметь: применять современные технологии для реализации информационных систем,-
,,Б2.О.03(П),,Технологическая (проектно-технологическая) практика,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-7.3,,,"иметь навыки: владения технологиями, применения инструментальных программно- аппаратных средств реализации информационных систем",-
,,Б2.О.03(П),,Технологическая (проектно-технологическая) практика,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
ОПК-8,,,,"Способен применять математические модели, методы и средства проектирования информационных и автоматизированных систем.",ОПК
,ОПК-8.1,,,"знать: математику, методологию и основные методы математического моделирования, классификацию и условия применения моделей, методы и средства проектирования информационных и автоматизированных систем, инструментальные средства моделирования и проектирования",-
,,Б1.О.15,,Технологии программирования,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-8.2,,,уметь: проводить моделирование процессов и систем с применением современных инструментальных средств,-
,,Б1.О.15,,Технологии программирования,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
,ОПК-8.3,,,иметь навыки: моделирования и проектирования информационных и автоматизированных систем,-
,,Б1.О.15,,Технологии программирования,
,,Б3.01(Д),,выполнение и защита выпускной квалификационной работы,
Тип задач проф. деятельности: ,,,,производственно-технологический,
,ПК-1,,,"Способность создания (модификации) и сопровождения информационных систем (ИС), автоматизирующих задачи организационного управления и бизнес-процессы в организациях различных форм собственности с целью повышения эффективности деятельности организаций - пользователей ИС",ПК
,,ПК-1.1,,"– знать основные подходы по выявлению первоначальных требований заказчика к типовой ИС
– знать алгоритмы определение возможности достижения соответствия типовой ИС первоначальным требованиям заказчика
– знать основные подходы тестирование прототипа ИС на корректность архитектурных решений
– знать подходы по проведению анализа результатов тестирования
– знать подходы к анализу заинтересованных сторон проекта
– знать основные способы представления результатов выполнения работ по проекту заинтересованным сторонам
– знать способы инициирования запросов на изменения (в том числе запросов на корректирующие действия, на предупреждающие действия, на исправление несоответствий)
– знать алгоритм сбора исходных данных у заказчика
– знать способы описания бизнес-процессов на основе исходных данных
– знать правила разработки модели бизнес-процессов
– знать принципы моделирования бизнес-процессов в ИС                                                                                           – знать основные технологии управления требованиями
– знать основные стандарты документирования собранных данных в соответствии с регламентами организации
– знать способы анализа функциональных и нефункциональных требований к ИС
– знать правила составления спецификации (документирование) требований к ИС 
– знать подходы по согласованию требований к ИС с заинтересованными сторонами
– знать правила утверждения требований к ИС у руководства
– знать правила разработки архитектурной спецификации ИС
– знать правила разработки прототипа ИС в соответствии с требованиями
– знать порядок согласования пользовательского интерфейса с заказчиком
– знать правила разработки структуры программного кода ИС
– знать алгоритмы разработки структуры баз данных ИС в соответствии с архитектурной спецификацией
– знать подходы к обеспечению соответствия разработанного кода и процесса кодирования на языках программирования принятым в организации или проекте стандартам и технологиям
– знать методологию разработки регламентов управления изменениями
– знать методы мониторинга рисков, связанных с выполнением договоров
– знать регламент проведение переговоров об изменении условий договоров на выполняемые работы
– знать основные подходы осуществления аудита выполненных договоров
– знать регламент подготовки технической информации для договоров сопровождения ИС
– знать способы согласования и утверждение регламентов управления документацией
– знать варианты рабочего согласования документации по выполняемым работам
– знать варианты формального согласования документации по выполняемым работам
– знать методы выявления перечня заинтересованных лиц, которые должны утвердить документ
– знать методы выявления перечня заинтересованных лиц, которые должны получить документацию
– знать методы изучение целевой аудитории документа, выяснение ее задач, потребностей в информации, уровня подготовки
– знать методы составления текста документа, подготовка иллюстраций
– знать методы выявления перечня заинтересованных лиц, которые 
– знать методы описания объекта, автоматизируемого системой
",-
,,,,,
,,,Б1.В.01,Информационные технологии,
,,,Б1.В.02,Архитектура информационных систем,
,,,Б1.В.05,Теория информационных процессов и систем,
,,,Б1.В.09,Технологии обработки информации,
,,,Б1.В.10,Корпоративные ИС,
,,,Б1.В.11,Интеллектуальные системы и технологии,
,,,Б1.В.19,Информационно-вычислительные сети,
,,,Б1.В.20,Моделирование процессов и систем,
,,,Б1.В.21,Инструментальные средства информационных систем,
,,,Б1.В.ДВ.01.01,Трехмерное моделирование и анимация,
,,,Б1.В.ДВ.01.02,Интеллектуальные системы поддержки принятия решений,
,,,Б1.В.ДВ.01.03,Информационные системы логистики,
,,,Б1.В.ДВ.02.01,Разработка Web-приложений,
,,,Б1.В.ДВ.02.02,Методы цифровой трансформации,
,,,Б1.В.ДВ.02.03,Машинное обучение,
,,,Б1.В.ДВ.03.01,Бизнес-процессы в медиаиндустрии,
,,,Б1.В.ДВ.03.02,Технологии цифровой трансформации,
,,,Б1.В.ДВ.03.03,Инструменты бизнес-аналитики,
,,,Б1.В.ДВ.04.01,Обработка медиа- контента Часть2,
,,,Б1.В.ДВ.04.02,Документоведение и электронный документооборот. Часть 2,
,,,Б1.В.ДВ.05.01,Обработка медиа- контента Часть1,
,,,Б1.В.ДВ.05.02,Правовые основы цифровизации производства,
,,,Б1.В.ДВ.06.01,Полиграфический процесс,
,,,Б1.В.ДВ.06.02,Документоведение и электронный документооборот. Часть 1,
,,,Б1.В.ДВ.06.03,Интернет предпринимательство,
,,,Б1.В.ДВ.07.02,Моделирование,
,,,Б1.В.ДВ.08.01,Графический дизайн интерфейса,
,,,Б1.В.ДВ.08.02,Мультиагентные системы,
,,,Б1.В.ДВ.08.03,Информационные системы на предприятиях,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,,ФТД.02,Распределенные информационные системы,
,,ПК-1.2,,"– уметь проводить переговоры
– уметь оценивать объемы и сроки выполнения работ
– уметь планировать работы 
– уметь анализировать входную информацию
– уметь анализировать исходную документацию
– уметь применять языки и системы программирования БД для оптимизации выполнения запросов
– уметь планировать работы
– уметь проектировать архитектуру ИС
– уметь кодировать на языках программирования
– уметь тестировать результаты прототипирования
– уметь верифицировать структуру программного кода
– уметь разрабатывать структуру баз данных
– уметь оперировать общими требованиями к структуре технического документа
– уметь определять способы изложения материала, наиболее распространенные в современной документации разработчика
– уметь применять стандарты оформления технических заданий
",-
,,,Б1.В.01,Информационные технологии,
,,,Б1.В.02,Архитектура информационных систем,
,,,Б1.В.05,Теория информационных процессов и систем,
,,,Б1.В.09,Технологии обработки информации,
,,,Б1.В.10,Корпоративные ИС,
,,,Б1.В.11,Интеллектуальные системы и технологии,
,,,Б1.В.19,Информационно-вычислительные сети,
,,,Б1.В.20,Моделирование процессов и систем,
,,,Б1.В.21,Инструментальные средства информационных систем,
,,,Б1.В.ДВ.01.01,Трехмерное моделирование и анимация,
,,,Б1.В.ДВ.01.02,Интеллектуальные системы поддержки принятия решений,
,,,Б1.В.ДВ.01.03,Информационные системы логистики,
,,,Б1.В.ДВ.02.01,Разработка Web-приложений,
,,,Б1.В.ДВ.02.02,Методы цифровой трансформации,
,,,Б1.В.ДВ.02.03,Машинное обучение,
,,,Б1.В.ДВ.03.01,Бизнес-процессы в медиаиндустрии,
,,,Б1.В.ДВ.03.02,Технологии цифровой трансформации,
,,,Б1.В.ДВ.03.03,Инструменты бизнес-аналитики,
,,,Б1.В.ДВ.04.01,Обработка медиа- контента Часть2,
,,,Б1.В.ДВ.04.02,Документоведение и электронный документооборот. Часть 2,
,,,Б1.В.ДВ.05.01,Обработка медиа- контента Часть1,
,,,Б1.В.ДВ.05.02,Правовые основы цифровизации производства,
,,,Б1.В.ДВ.06.01,Полиграфический процесс,
,,,Б1.В.ДВ.06.02,Документоведение и электронный документооборот. Часть 1,
,,,Б1.В.ДВ.06.03,Интернет предпринимательство,
,,,Б1.В.ДВ.07.02,Моделирование,
,,,Б1.В.ДВ.08.01,Графический дизайн интерфейса,
,,,Б1.В.ДВ.08.02,Мультиагентные системы,
,,,Б1.В.ДВ.08.03,Информационные системы на предприятиях,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,,ФТД.02,Распределенные информационные системы,
,,ПК-1.3,,"– владеть методами выявления требований
– владеть навыком сбора информации о предметной области автоматизации 
– владеть современными подходами и стандартами автоматизации организации (например, CRM, MRP, ERP…, ITIL, ITSM) 
– владеть навыком оценки объемов и сроков выполнения работ 
– владеть инструментами и методами управления заинтересованными сторонами проекта
– владеть инструментами и методами коммуникаций в проектах
– владеть инструментами и методами моделирования бизнес-процессов
– владеть современными стандартами информационного взаимодействия систем
– владеть навыком управления содержанием проекта: документирование требований, анализ продукта, модерируемые совещания
– владеть технологиями межличностной и групповой коммуникации в деловом взаимодействии, основы конфликтологии
– владеть навыками работы с современными операционными системами
– владеть современными подходами управления взаимоотношениями с клиентами и заказчиками (CRM) 
– владеть языки программирования и работы с базами данных
– владеть инструментами и методы модульного тестирования
– владеть инструментами и методами прототипирования пользовательского интерфейса
– владеть инструментами и методами проектирования структур баз данных
– владеть современными объектно-ориентированными языками программирования 
– владеть регламентами кодирования на языках программирования
– владеть диаграммой Ганта, методом «набегающей волны», типами зависимостей между работами
– владеть инструментами и методами разработки пользовательской документации
– владеть основами менеджмента проектов
– владеть навыками анализа технической документации, извлекать из нее сведения, необходимые для решения поставленной задачи
– владеть методами декомпозиции функций на подфункции
",-
,,,Б1.В.01,Информационные технологии,
,,,Б1.В.02,Архитектура информационных систем,
,,,Б1.В.05,Теория информационных процессов и систем,
,,,Б1.В.09,Технологии обработки информации,
,,,Б1.В.10,Корпоративные ИС,
,,,Б1.В.11,Интеллектуальные системы и технологии,
,,,Б1.В.19,Информационно-вычислительные сети,
,,,Б1.В.20,Моделирование процессов и систем,
,,,Б1.В.21,Инструментальные средства информационных систем,
,,,Б1.В.ДВ.01.01,Трехмерное моделирование и анимация,
,,,Б1.В.ДВ.01.02,Интеллектуальные системы поддержки принятия решений,
,,,Б1.В.ДВ.01.03,Информационные системы логистики,
,,,Б1.В.ДВ.02.01,Разработка Web-приложений,
,,,Б1.В.ДВ.02.02,Методы цифровой трансформации,
,,,Б1.В.ДВ.02.03,Машинное обучение,
,,,Б1.В.ДВ.03.01,Бизнес-процессы в медиаиндустрии,
,,,Б1.В.ДВ.03.02,Технологии цифровой трансформации,
,,,Б1.В.ДВ.03.03,Инструменты бизнес-аналитики,
,,,Б1.В.ДВ.04.01,Обработка медиа- контента Часть2,
,,,Б1.В.ДВ.04.02,Документоведение и электронный документооборот. Часть 2,
,,,Б1.В.ДВ.05.01,Обработка медиа- контента Часть1,
,,,Б1.В.ДВ.05.02,Правовые основы цифровизации производства,
,,,Б1.В.ДВ.06.01,Полиграфический процесс,
,,,Б1.В.ДВ.06.02,Документоведение и электронный документооборот. Часть 1,
,,,Б1.В.ДВ.06.03,Интернет предпринимательство,
,,,Б1.В.ДВ.07.02,Моделирование,
,,,Б1.В.ДВ.08.01,Графический дизайн интерфейса,
,,,Б1.В.ДВ.08.02,Мультиагентные системы,
,,,Б1.В.ДВ.08.03,Информационные системы на предприятиях,
,,,Б3.01(Д),выполнение и защита выпускной квалификационной работы,
,,,ФТД.02,Распределенные информационные системы,
,ПК-2,,,"Способность разрабатывать программное обеспечение (ПО), включая проектирование, отладку, проверку работоспособности и модификацию ПО",ПК
,,ПК-2.1,,"– знать языки, утилиты и среды программирования, средства пакетного выполнения процедур,	методологии разработки программного обеспечения и технологии программирования;  типовые решения, библиотеки программных модулей, шаблоны, классы объектов, используемые при разработке программного обеспечения
– знать возможности существующей программно-технической архитектуры, возможности современных и перспективных средств разработки программных продуктов, технических средств
– знать принципы построения архитектуры программного обеспечения и виды архитектуры программного обеспечения
– знать языки формализации функциональных спецификаций; методы и средства проектирования программного обеспечения, программных интерфейсов, баз данных; методы и приемы формализации задач
– знать методы и средства разработки процедур для развертывания программного обеспечения; методы и средства сборки модулей и компонент программного обеспечения
– знать методы и средства верификации работоспособности выпусков программных продуктов
– знать интерфейсы взаимодействия с внешней средой и взаимодействия внутренних модулей системы, методы и средства миграции и преобразования данных
",-
,,,Б1.В.03,Теория алгоритмов,
,,,Б1.В.06,Клиент-серверное программирование,
,,,Б1.В.13,Тестирование и контроль качества ПО,
,,,Б1.В.17,Разработка мобильного ПО,
,,,Б1.В.ДВ.01.04,Основы веб-картографии,
